Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,PPP Exchange rate [€ EU27-year/ local currency-year],Inflation adjustment ratio [GDP deflator 2019/GDP deflator year],Adjusted Monetary value [EU27 2019 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.22,2016 US$/m2,every year,10,every year,0.215,0.694,2.508,0.374249654,"Avoided cost (damage cost of SO2, PM2.5, PM10, O3, NO2, and CO, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Air pollution from green roof production,cost,urban,socio-environmental,5.9,2016 US$/m2,0,10,0,5.9,0.694,2.508,10.27010677,,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.25,2016 US$/m2,every year,10,every year,0.254,0.694,2.508,0.4421368,"Avoided cost (damage cost of SO2, PM2.5, PM10, O3, NO2, and CO, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0012,2016 US$/m2,every year,10,every year,0.0012,0.694,2.508,0.002036614,"Avoided cost (damage of CO2, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0014,2016 US$/m2,every year,10,every year,0.0014,0.694,2.508,0.002402161,"Avoided cost (damage of CO2, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Urban heat island effect mitigation,benefit,urban,socio-environmental,8,2016 US$/m2,every year,10,every year,8,0.694,2.508,13.9255685,,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Urban heat island effect mitigation,benefit,urban,socio-environmental,26.02,2016 US$/m2,every year,10,every year,26.02,0.694,2.508,45.29291156,,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Maintenance of green roof (gross),cost,building,financial,5.68,2016 US$/m2,every year,10,every year,5.68,0.694,2.508,9.887153637,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Maintenance of green roof (gross),cost,building,financial,109.5,2016 US$/m2,0,10,every year,10.95,0.694,2.508,19.06062189,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Air pollution from green roof production,cost,urban,socio-environmental,14.06,2016 US$/m2,0,10,0,14.06,0.694,2.508,24.47418664,,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.54,2015 US$/m2,every year,50,every year,0.5351,0.719,2.181,0.839351195,Benefit transfer,,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Aesthetics increase,benefit,building,economic,0.65,2015 US$/m2,every year,50,every year,32.5,0.719,2.181,50.97528467,Hedonic pricing,1.9,% increase in proerty value,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Installation of green roof (net),cost,building,financial,161,2015 US$/m2,0,50,0,161,0.719,2.181,252.5237179,Market value,,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Maintenance of green roof (net),cost,building,financial,0.86,2015 US$/m2,every year,50,every year,0.86,0.719,2.181,1.348884456,Market value,,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Longevity increase,benefit,building,financial,107.64,2015 US$/m2,every 25 years,50,every year,4.3056,0.719,2.181,6.753205714,Avoided cost (roof replacement),,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Stormwater management,benefit,urban,socio-environmental,,2015 US$/m2,every year,50,not accounted,,0.719,2.181,,Missing data,,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Flood risk reduction,benefit,urban,socio-environmental,,2015 US$/m2,every year,50,not accounted,,0.719,2.181,,Missing data,,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,CO2 emission reduction,benefit,societal,socio-environmental,0,2015 US$/m2,every year,50,every year,0,0.719,2.181,0,Considered negligible,,,,,,,Dfb,North America,USA,Grand Rapids,"Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Installation of green roof (gross),cost,building,financial,140.88,2017 €/m2,0,40,0,140.88,0.996,1.619,227.0964283,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.31,2017 €/m2,every year,40,every year,1.31,0.996,1.619,2.111700178,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.72,2017 €/m2,every year,40,every year,3.72,0.996,1.619,5.996583712,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,7.03,2017 €/m2,every year,40,every year,7.03,0.996,1.619,11.33225363,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2,2017 €/m2,every year,40,every year,2,0.996,1.619,3.223969737,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,building,economic,28.19,2017 €/m2,0,40,every year,28.19,0.996,1.619,45.44185345,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,building,economic,70.47,2017 €/m2,0,40,every year,70.47,0.996,1.619,113.5965737,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0.005,2017 €/m2,every year,40,every year,0.0045,0.996,1.619,0.007253932,Replcement cost (natural habitat restoration and protection program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.12,2017 €/m2,every year,40,every year,0.123,0.996,1.619,0.198274139,"Avoided cost (carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2017 €/m2,every year,40,every year,0.234,0.996,1.619,0.377204459,"Avoided cost (carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.36,2017 €/m2,every year,40,every year,0.361,0.996,1.619,0.581926538,"Avoided cost (carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.07,2017 €/m2,every year,40,every year,0.0662,0.996,1.619,0.106713398,"Avoided cost (health cost of SO2, NOx, PM10, O3, avoided through uptake)",0.65; 2.33; 1.12; 4.49,gSO2/m2; gNOx/m2; gPM10/m2; gO3/m2,"Value from literature (Detusch et al., 2005; Nowak et al., 2006; Barker and Rosendahl, 2000; Rable and Eyre, 1998)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0059,0.996,1.619,0.009478471,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2017 €/m2,every year,40,every year,0.0293,0.996,1.619,0.047231157,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2017 €/m2,every year,40,every year,0.0314,0.996,1.619,0.050616325,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0057,0.996,1.619,0.009123834,Avoided cost (flood control program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0092,0.996,1.619,0.014798021,Avoided cost (flood control program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0092,0.996,1.619,0.014798021,Avoided cost (flood control program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Urban heat island effect mitigation,benefit,urban,socio-environmental,0,2017 €/m2,every year,40,every year,0,0.996,1.619,0,Considered negligible,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Installation of green roof (net),cost,building,financial,59.49,2017 €/m2,0,40,0,59.49,0.996,1.619,95.89697984,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.01,2017 €/m2,every year,40,every year,0.01,0.996,1.619,0.016119849,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,-0.24,2017 €/m2,every year,40,every year,-0.24,0.996,1.619,-0.386876368,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,-0.37,2017 €/m2,every year,40,every year,-0.37,0.996,1.619,-0.596434401,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2017 €/m2,every year,40,every year,-0.86,0.996,1.619,-1.386306987,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,building,economic,28.19,2017 €/m2,0,40,every year,28.19,0.996,1.619,45.44185345,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Aesthetics increase,benefit,building,economic,70.47,2017 €/m2,0,40,every year,70.47,0.996,1.619,113.5965737,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0.005,2017 €/m2,every year,40,every year,0.0045,0.996,1.619,0.007253932,Replcement cost (natural habitat restoration and protection program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.002,2017 €/m2,every year,40,every year,0.002,0.996,1.619,0.00322397,"Avoided cost (carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,-0.027,2017 €/m2,every year,40,every year,-0.027,0.996,1.619,-0.043523591,"Avoided cost (carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,-0.004,2017 €/m2,every year,40,every year,-0.004,0.996,1.619,-0.006447939,"Avoided cost (carbon tax, avoided through lower energy consumption)",18,€/tonCO2,"Value adapted from literature (World Bank, 2016)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.07,2017 €/m2,every year,40,every year,0.0662,0.996,1.619,0.106713398,"Avoided cost (health cost of SO2, NOx, PM10, O3, avoided through uptake)",0.65; 2.33; 1.12; 4.49,gSO2/m2; gNOx/m2; gPM10/m2; gO3/m2,"Value from literature (Detusch et al., 2005; Nowak et al., 2006; Barker and Rosendahl, 2000; Rable and Eyre, 1998)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,-0.0005,2017 €/m2,every year,40,every year,-0.0005,0.996,1.619,-0.000757633,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0218,0.996,1.619,0.035076791,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0224,0.996,1.619,0.03617294,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0,2017 €/m2,every year,40,every year,0.0026,0.996,1.619,0.00425564,Avoided cost (flood control program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0062,0.996,1.619,0.009929827,Avoided cost (flood control program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0062,0.996,1.619,0.009929827,Avoided cost (flood control program),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Replacement of green roof,cost,building,financial,85,2018 €/m2,last year,40,last year,85,1.187,1.096,110.6236612,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2.5,2018 €/m2,every year,40,every year,2.5,1.187,1.096,3.253637093,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Installation of green roof (gross),cost,building,financial,55,2018 €/m2,0,40,0,55,1.187,1.096,71.58001605,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Photovoltaic output,benefit,building,financial,3.82931327,2018 €/m2,every year,40,every year,3.8293,1.187,1.096,4.983678281,Market value (electricity sold),170.14,kWh/m2/year,,0.02,€/kWh,"Derived from data provided by authors. 
whereby: 708.97 €/year is given by the author as PV revenue surplus of the PV-GR system compared to PV-black roof system
(0.225*140000) kWh/year is the surplus energy produced by the PV-GR system compared to the PV-black roof system",Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Urban noise reduction,benefit,urban,socio-environmental,1.39,2018 €/m2,every year,40,every year,1.3941,1.187,1.096,1.814390725,,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
